Order	Clone	om	Start	End
1166	RP11-163H6	3	171983013	172147543
2593	RP11-44A1	3	172487532	172655281
2930	RP11-569P10	3	173171952	173348983
2	RP11-477P16	3	174106865	174297467
4246	RP11-477P16	3	174106865	174297467
115	RP11-71G7	3	176486447	176649170
2722	RP11-484D18	3	176948100	177117732
3672	RP11-91K9	3	177771055	177928693
1456	RP11-682A21	3	179092930	179248771
3137	RP11-45I24	3	179666957	179827966
1447	RP11-534H15	3	180235217	180235803
1893	RP11-534H15	3	180235217	180235803
4283	RP11-420J11	3	180253474	180446681
4055	RP11-510K16	3	180528227	180586336
1574	RP11-445C21	3	181097511	181270225
1579	RP11-416O18	3	181974471	182152787
1365	RP11-531F16	3	182890880	183001447
3607	RP11-531F16	3	182890880	183001447
229	RP11-553E4	3	182940946	183104935
4210	RP11-110C15	3	185411745	185567642
638	RP11-65J14	3	186099108	186169762
272	RP11-119E13	3	186889904	186890540
4195	RP11-88P6	3	187494989	187659632
1334	RP11-298A18	3	188533386	188718277
1463	RP11-552A14	3	188904369	189111930
2385	RP11-552A14	3	188904369	189111930
2777	RP11-178k17	3	189362848	189531449
3328	RP11-178K17	3	189362848	189531449
2465	RP11-392H18	3	190295012	190456528
1896	RP11-525C11	3	191299968	191383721
21	RP11-466I16	3	192187032	192349630
2590	RP11-47G2	3	192547674	192715969
105	RP11-56C4	3	192772216	192823330
2549	RP11-279P10	3	194335374	194427766
1355	RP11-506F8	3	0	0
3636	RP11-252K11	3	196180539	196344722
279	RP11-114F20	3	197128182	197316890
1379	GS-56-H22	3	0	0
1385	GS-196-F4	3	0	0
3416	RP11-23M2	3	197766106	197948835
3764	RP11-23M2	3	197766106	197948835
3549	GS-36-P21	4	0	0
3543	GS-118-B13	4	0	0
1322	RP11-296G16	4	1081810	1289616
3723	RP11-296G16	4	1081810	1289616
1196	RP11-572O17	4	1623665	1811048
2185	RP11-11O12	4	0	0
3568	RP3-323A24	4	2747033	2897002
2711	RP11-492I23	4	3395602	3586192
3385	RP11-324I10	4	4122746	4314341
2072	RP11-211H6	4	4866689	5025523
3401	RP11-326O23	4	5041434	5238293
226	RP11-565I3	4	7202713	7392599
1242	RP11-338K13	4	7884806	8096903
2987	RP11-117J13	4	8098900	8260850
2258	RP11-61G19	4	10631647	10761230
4193	RP11-270I3	4	11029795	11192650
1159	RP11-168E17	4	11879922	11951398
2149	RP11-168E17	4	11879922	11951398
2540	RP11-22A3	4	12799603	12974028
1582	RP11-446J8	4	16408513	16572485
2125	RP11-441O12	4	18417293	18603045
2414	RP11-3J1	4	19126655	19247490
3755	RP11-3J1	4	19126655	19247490
1776	RP11-362J17	4	20737178	20919220
656	RP11-84G22	4	21871581	21976936
3757	RP11-84G22	4	21871581	21976936
803	RP11-10G12	4	22553060	22678207
2478	RP11-406E22	4	23346163	23366088
1519	RP11-192P23	4	24468411	24637538
2123	RP11-421A17	4	25792519	25795614
3731	RP11-415C15	4	27135888	27285439
4029	RP11-292B1	4	28735885	28837815
1356	RP11-519A11	4	29137614	29298922
856	RP11-390C19	4	29770316	29945782
10	RP11-478O20	4	31519042	31675511
389	RP11-280K20	4	31855392	32018480
3707	RP11-280K20	4	31855392	32018480
1806	RP11-20M7	4	32492590	32644863
112	RP11-79E3	4	33872490	34034861
1268	RP11-24H13	4	34883859	34900222
2981	RP11-135M12	4	35528791	35720300
4209	RP11-103J17	4	36996835	37158135
3088	RP11-36B15	4	37514069	37673138
305	RP11-392K14	4	38026857	38112181
2080	RP11-213G21	4	38497635	38592116
3774	RP11-213G21	4	38497635	38592116
1560	RP11-343C9	4	39752666	39951599
1778	RP11-343C9	4	39752666	39951599
3686	RP11-227F19	4	41643291	41828357
4206	RP11-109E24	4	42634060	42811813
1534	RP11-229G4	4	0	0
1451	RP11-542I3	4	44141080	44342799
3530	RP11-542I3	4	44141080	44342799
101	RP11-55C6	4	44832237	44978910
1575	RP11-416A5	4	45911411	46081882
2037	RP11-100N21	4	47567235	47735412
3735	RP11-415L23	4	47981009	48091195
1794	RP11-19F13	4	48868515	48892515
2459	RP11-365H22	4	51793952	51969936
4245	RP11-365H22	4	51793952	51969936
3873	RP11-157C8	4	52499123	52647114
2956	RP11-12J3	4	53962310	54123624
4222	RP11-231C18	4	54261168	54391331
2994	RP11-148K14	4	55295256	55367309
4148	RP11-738E22	4	56886144	57087617
2100	RP11-355L4	4	56905861	57084420
3947	RP11-355L4	4	56905861	57084420
3926	RP11-340A13	4	58984982	59158080
4060	RP11-525J21	4	59671256	59808479
3523	RP11-507B10	4	60265440	60451532
3410	RP11-16N2	4	61102565	61193838
2393	RP11-553E5	4	63222566	63423074
4239	RP11-204H9	4	64319583	64484586
1576	RP11-423P14	4	65217901	65419808
4232	RP11-211G17	4	66504377	66554254
1354	RP11-540I12	4	66714970	66881665
916	RP11-35D5	4	67941939	68097016
3031	RP11-183M3	4	68096162	68096950
549	RP11-468N14	4	68796459	69012458
4196	RP11-92H22	4	70794757	70947169
249	RP11-1J11	4	71180954	71319059
847	RP11-373J21	4	72236793	72411785
1586	RP11-447E20	4	73703828	73780236
2918	RP11-567N4	4	75392508	75586870
1679	RP11-556F3	4	76540304	76541134
2077	RP11-224D4	4	76642394	76697418
2405	RP11-1E1	4	77056096	77200681
3749	RP11-438E5	4	79243698	79404954
855	RP11-377G16	4	80176049	80370200
4176	RP11-258N2	4	80367881	80533003
4197	RP11-100N20	4	81076130	81190823
3637	RP11-263F19	4	82122480	82206788
3009	RP11-397K17	4	83486604	83661772
1715	RP11-176K15	4	84025499	84171225
820	RP11-123I8	4	85285689	85290970
3950	RP11-19C20	4	86333376	86502683
275	RP11-113G13	4	87769302	87954925
3426	RP11-17P8	4	88481455	88667459
24	RP11-502A23	4	88889102	89058374
2971	RP11-115D19	4	89614999	89782482
264	RP11-11N6	4	90613581	90760196
787	RP11-9B6	4	92281263	92389122
3125	RP11-44P19	4	92490699	92635563
1801	RP11-16I17	4	93522696	93696204
244	RP11-10L11	4	95218531	95375736
2092	RP11-354C17	4	95933364	95984027
3935	RP11-354C17	4	95933364	95984027
3643	RP11-240J11	4	97692206	97755415
2112	RP11-428B4	4	98806426	98918728
1990	RP11-56D20	4	100010584	100185156
911	RP11-13F20	4	100370397	100529917
3315	RP11-167N19	4	100673018	100821184
2050	RP11-110C16	4	101927032	102080479
4273	RP11-438P8	4	103266292	103290635
1707	RP11-174B22	4	103290636	103372516
292	RP11-122B24	4	104147761	104215229
1797	RP11-16G16	4	105195631	105366697
4220	RP11-208O6	4	105887385	105924326
3667	RP11-88D10	4	106596047	106803214
2046	RP11-109F18	4	107506326	107654498
651	RP11-75N20	4	108736423	108884995
2273	RP11-57A22	4	108917176	109084588
2468	RP11-380D23	4	110519842	110719468
1237	RP11-326N15	4	111219287	111361797
2264	RP11-77N9	4	111712529	111751872
3753	RP11-77N9	4	111712529	111751872
298	RP11-402J6	4	112459214	112636910
1587	RP11-419E3	4	115180427	115329815
3964	RP11-25B14	4	115607564	115794477
2265	RP11-55L3	4	116439104	116603154
1371	RP11-510D4	4	117501162	117677187
1513	RP11-100C9	4	118747909	118892999
3018	RP11-414D7	4	120102697	120162200
2180	RP11-501E14	4	120575209	120763429
1565	RP11-364P2	4	121349347	121517573
2455	RP11-364P2	4	121349347	121517573
2472	RP11-381N20	4	123411734	123534884
4200	RP11-93I21	4	124373150	124527732
1793	RP11-15O17	4	125214107	125377153
1547	RP11-282B13	4	126109836	126293399
4178	RP11-282B13	4	126109836	126293399
237	RP11-555L17	4	128182389	128385539
2060	RP11-209D20	4	128860499	128980207
824	RP11-125F12	4	129955480	130057045
1604	RP11-24P18	4	130473829	130626666
1800	RP11-24P18	4	130473829	130626666
3488	RP11-314N14	4	131512950	131536972
3313	RP11-149A7	4	132523601	132694019
3394	RP11-335K21	4	133231469	133382265
3017	RP11-400D2	4	134323459	134498208
2433	RP11-127A9	4	135427503	135592513
2274	RP11-63M2	4	136873811	137033710
4268	RP11-425J20	4	137305136	137480162
3665	RP11-98O2	4	138688756	138855324
2259	RP11-69O1	4	140462959	140633686
3936	RP11-362F19	4	141260583	141444797
3996	RP11-141I1	4	142613725	142731518
1788	RP11-364L4	4	143227391	143390637
3725	RP11-364L4	4	143227391	143390637
1870	RP11-301H24	4	145417945	145581873
1696	RP11-181K12	4	145789231	145947199
1584	RP11-425A23	4	147614032	147809256
552	RP11-503L19	4	148624293	148755823
550	RP11-481K13	4	149440727	149596351
118	RP11-64M20	4	150432573	150576152
963	RP11-28E24	4	150706527	150850545
4292	RP11-28E24	4	150706527	150850545
3858	RP11-164P12	4	151626241	151765434
2716	RP11-503L23	4	151822557	151907075
2016	RP11-259G7	4	153717842	153916946
3115	RP11-27G13	4	155233243	155409446
3040	RP11-264E11	4	155483768	155637742
1699	RP11-171N4	4	156524752	156695740
1250	RP11-17C4	4	157435435	157560871
2403	RP11-6C14	4	159772561	159912640
2409	RP11-1G8	4	162327244	162470856
3701	RP11-218F10	4	163386639	163545491
3398	RP11-336N6	4	165099876	165276399
2579	RP11-25N12	4	165599541	165777100
4281	RP11-440L13	4	166689626	166861449
325	RP11-275K4	4	169466549	169622068
3703	RP11-275K4	4	169466549	169622068
3681	RP11-213L8	4	170799118	170955388
919	RP11-13N11	4	170800769	170967072
840	RP11-384D10	4	171155944	171219472
2436	RP11-119J20	4	172082897	172250453
282	RP11-140M23	4	172802374	172977296
834	RP11-148L24	4	174185346	174328844
1559	RP11-287F9	4	175189631	175408091
3493	RP11-287F9	4	175189631	175408091
3659	RP11-87F15	4	176247751	176465671
4157	CTC-1499I20	4	178145477	178245561
2820	RP11-84H6	4	178247946	178303380
563	RP11-495H13	4	178676658	178848403
3001	RP11-396I22	4	180057798	180262586
2262	RP11-62B7	4	181355346	181391757
2805	RP11-59I16	4	183074783	183246274
4274	RP11-451F20	4	183207693	183403736
3690	RP11-228F3	4	184714190	184882077
1874	RP11-301L8	4	185494430	185662250
1543	RP11-279K24	4	186011878	186133168
2545	RP11-279K24	4	186011878	186133168
3668	RP11-91J3	4	187364096	187516779
3939	RP11-354H17	4	188800682	188991773
4256	RP11-354H17	4	188800682	188991773
973	RP11-45F23	4	189361858	189510276
1383	GS-31-J3	4	0	0
1389	GS-963-K6	4	0	0
1934	GS-24-H17	5	0	0
3540	1129-C9	5	0	0
4090	189-N21	5	0	0
2843	CTD-2265D9	5	2517569	2618631
3450	RP11-20K9	5	3118946	3287317
1609	RP11-121L11	5	3373692	3544140
2452	RP11-121L11	5	3373692	3544140
1611	RP11-13H10	5	4298620	4480501
3981	RP11-13H10	5	4298620	4480501
1828	RP11-137P5	5	5446985	5633895
3024	RP11-245L6	5	5826016	5942351
2292	CTD-2324F15	5	6297827	6376903
287	RP11-114M17	5	6462763	6655519
2300	CTD-2346M20	5	7395944	7477073
2973	RP11-132J20	5	8360142	8547534
1834	RP11-32D12	5	9382914	9553069
2284	CTD-2274H20	5	10306508	10442825
2488	RP11-215G15	5	10591593	10669782
1944	RP3-502L6	5	10872421	11095828
2205	RP11-44C2	5	12076903	12163323
1411	RP1-64M18	5	12163324	12209828
1407	RP1-61C2	5	0	0
44	RP11-415K6	5	14543267	14728429
4099	RP1-137K24	5	15138302	15262247
1947	RP1-167G20	5	16300978	16476154
1263	RP11-21H5	5	16312713	16493857
31	RP11-260E18	5	16570324	16673553
2140	RP11-28P24	5	19606967	19745569
3990	RP11-28P24	5	19606967	19745569
1141	RP11-414I19	5	20393658	20559713
866	RP11-374E21	5	21537472	21721313
2089	RP11-374E21	5	21537472	21721313
1608	RP11-26L18	5	22273992	22433009
2591	RP11-26L18	5	22273992	22433009
1287	RP11-57I6	5	23608274	23759341
4312	RP11-57I6	5	23608274	23759341
3679	RP11-192H6	5	25151529	25297315
2498	RP11-351N6	5	26317572	26504033
2839	CTD-2219P12	5	27324087	27427950
2578	RP11-46C20	5	27488467	27606101
3435	RP11-37M16	5	28815630	28882144
1829	RP11-16A6	5	31291073	31469070
3447	RP11-53L13	5	32707056	32880494
3989	RP11-15G6	5	33244909	33413521
4291	RP11-15G6	5	33244909	33413521
2001	CTD-2052F19	5	34935147	35007431
2288	CTD-2291F22	5	35352333	35477735
683	CTD-2267H19	5	36239978	36345012
251	RP11-7M4	5	36952696	37141192
2303	CTD-2007F2	5	38164710	38270547
1825	RP11-15A14	5	39190167	39386710
3438	RP11-17J3	5	40077276	40245901
2485	RP11-274J22	5	41626517	41793526
2379	RP11-575G10	5	42861786	42862288
2481	RP11-269M20	5	50576184	50762348
124	CTD-2276O24	5	50729891	50836579
2507	RP4-592P18	5	51752246	51900853
3991	RP11-92M7	5	53577656	53733760
2823	CTD-2022G9	5	54137952	54138692
3850	RP11-506H20	5	55231096	55394093
862	RP11-364C6	5	56076714	56256540
1561	RP11-364C6	5	56076714	56256540
3297	RP11-412L4	5	56215082	56215862
1048	RP4-572A3	5	57589923	57733480
3846	RP11-495K20	5	58797368	58949413
3993	RP11-16B11	5	60009321	60010118
2480	RP11-210O14	5	60711571	60872698
3029	RP11-313P15	5	61403877	61459455
2596	RP11-34J15	5	62327989	62437420
3841	RP11-432A10	5	62709732	62860261
1282	RP11-19B7	5	64810753	64969212
22	RP11-480H11	5	65727567	65907436
2295	CTC-536A23	5	66021278	66122440
1133	RP11-402F5	5	67364409	67556431
1682	RP11-494P23	5	67991331	68170111
217	RP11-551B22	5	71030132	71185431
3976	RP11-115I6	5	72328205	72491863
2291	CTC-533D18	5	73462846	73588591
853	RP11-399M5	5	73794450	73983373
1989	CTC-1347N9	5	74541325	74541872
1835	RP11-97L2	5	74485729	74637007
675	CTD-2200O3	5	76269057	76402610
3616	RP11-667P13	5	78866466	78866968
1294	RP11-21K15	5	78872110	78953036
666	CTC-431G16	5	79762162	79887960
910	RP11-30D15	5	79841194	80019898
4069	RP11-538B23	5	80604756	80751217
1722	RP11-241J12	5	80743530	80884641
2774	RP11-241j12	5	80743530	80884641
2104	RP11-356D23	5	81934031	82078932
3022	RP11-356D23	5	81934031	82078932
2173	RP11-463C5	5	83238527	83411314
2283	CTC-480C2	5	85529310	85708793
3979	RP11-72L22	5	87009855	87140827
1285	RP11-3H15	5	87965934	88112396
4059	RP11-512I16	5	88345107	88379823
792	RP11-12D3	5	91474771	91632789
143	CTD-2011L22	5	92713279	92730702
1290	RP11-20O13	5	93768045	93811997
2585	RP11-39B14	5	94178624	94347786
142	CTC-366N20	5	95166331	95301705
1904	RP11-526D16	5	96480678	96645980
2299	CTC-564E20	5	98709500	98710030
3687	RP11-195A20	5	99590512	99747839
2827	CTD-2068C11	5	100486604	100638065
3747	RP11-418P19	5	101351756	101543246
2933	RP11-560F8	5	101627477	101818324
2826	CTC-425H14	5	102996210	103085134
873	RP11-319P13	5	107384196	107557323
1278	RP11-17L14	5	107975780	108139871
134	CTC-329H14	5	108674703	108816450
2489	RP11-276O18	5	109986273	110142773
131	CTC-534K6	5	110696251	110818142
4161	CTC-1554D6	5	112710701	112878903
1142	RP11-467F22	5	113125226	113331962
323	RP11-153B10	5	113940281	114002426
3456	RP11-115D4	5	115077564	115239683
2838	CTC-453E13	5	115783404	115933538
3028	RP11-249M12	5	116602404	116774692
3851	RP11-567A12	5	117958906	118115498
2842	CTC-461G12	5	119617668	119747895
1821	RP11-13K8	5	120305241	120468356
3847	RP11-565F4	5	120592483	120771027
2948	RP11-11P11	5	121697829	121862912
3985	RP11-14L4	5	123099465	123262937
434	RP11-48C14	5	124815730	124987351
2473	RP11-394D6	5	125797403	125991587
2293	CTB-54G2	5	127294115	127501750
2298	CTC-352M6	5	128233599	128395517
3196	RP1-117N3	5	128990875	129091317
1040	RP1-179P12	5	129906140	130086450
1955	RP1-236L2	5	130206025	130236400
2198	RP11-114H7	5	130943153	131048939
4119	RP1-247F3	5	131253001	131266925
3575	RP1-66P19	5	131645557	131727188
2506	RP1-241C15	5	132002182	132214396
141	CTB-104P14	5	132323251	132367720
3628	RP11-729C24	5	132453451	132613410
129	CTB-49A3	5	133142549	133340958
2285	CTB-28J9	5	136186175	136374722
38	RP11-114H21	5	136376403	136536254
3204	RP1-244J5	5	137001933	137002646
4111	RP1-186K10	5	137528539	137701051
2191	RP11-256P1	5	138271670	138370693
3192	RP1-98O22	5	138394515	138395256
2289	CTB-46B19	5	138866825	139051365
2825	CTB-133C10	5	140169552	140303506
1131	RP11-515C16	5	140544290	140764824
128	CTD-2323H12	5	141681718	141839050
2296	CTD-2332G20	5	142492519	142638529
2835	CTD-2185H17	5	143145348	143383069
3682	RP11-226O9	5	143938470	144121066
2822	CTC-370H24	5	145804840	145988101
3310	RP11-481E16	5	146953588	147122781
2821	CTB-107A22	5	147612788	147729932
2829	CTB-176I15	5	148510243	148566415
882	RP11-394O4	5	149283448	149462102
2290	CTC-307M15	5	149814734	149990234
1453	CTB-1013H5	5	150047683	150134497
665	CTB-137O22	5	150618777	150695577
677	CTC-209K13	5	151959925	152147041
3986	RP11-26B2	5	153179931	153369135
2715	RP11-494C5	5	153457507	153625412
2286	CTC-263A14	5	155057997	155058499
2281	CTB-3C20	5	156247277	156265243
661	CTB-120L21	5	157082267	157121734
1280	RP11-102A1	5	157820510	157989779
878	RP11-391B7	5	158025379	158213765
126	CTC-279E3	5	159835622	159919282
3511	RP11-505G12	5	162936062	162936852
4262	RP11-505G12	5	162936062	162936852
130	CTC-320C6	5	163817210	163928229
3306	RP11-469G19	5	165392773	165562515
3019	RP11-170P5	5	166318140	166481467
588	RP11-511M9	5	166430079	166565890
669	CTB-180C19	5	167190704	167288057
2297	CTB-55A14	5	168232867	168448016
1149	RP11-420L4	5	169779208	169779928
1869	RP11-292M11	5	170555430	170726876
1672	RP11-20O22	5	171687360	171754124
2143	RP11-20O22	5	171687360	171754124
133	CTB-54I1	5	172354774	172595731
3838	RP11-489P1	5	174441295	174626263
137	CTB-73D21	5	175149827	175284116
138	CTC-355H1	5	175780239	175817196
2301	CTB-87L24	5	176476360	176532715
2386	RP11-564G9	5	177438082	177438736
2014	RP11-281O15	5	178883992	179095966
3553	GS-240-G13	5	0	0
1930	84-C11	5	0	0
1393	GS-62-L11	6	0	0
1927	GS-196-I5	6	0	0
3809	RP11-13J16	6	1295761	1356521
3817	RP11-15N12	6	3346816	3479810
1646	RP11-174B19	6	5206441	5225617
3818	RP11-232H4	6	6206032	6224247
3330	RP11-163I22	6	6272282	6437068
3271	RP11-320C15	6	6760106	6824915
3252	RP3-336K20	6	7598918	7630451
1527	RP11-196B15	6	7952930	8133564
3807	RP11-385L2	6	8653114	8654462
1119	RP11-360O19	6	10489018	10576653
1623	RP3-510L9	6	11244054	11374707
1114	RP11-97A19	6	12322526	12340827
3242	RP1-257A7	6	13177114	13305037
3262	RP3-365E2	6	14427893	14565622
1637	RP1-232K4	6	15326361	15522522
3241	RP1-13D10	6	16057471	16210518
1106	RP11-68J15	6	17627361	17697403
3811	RP11-408C8	6	18829594	18971349
1087	RP4-625H18	6	19755460	19910382
1634	RP3-444C7	6	20522684	20650854
1650	RP11-204E9	6	21435331	21586302
3825	RP11-33I5	6	22472193	22557980
1666	RP11-289M23	6	23391167	23425840
1116	RP11-176J5	6	24146405	24159494
3826	RP11-289G11	6	25386385	25522098
1085	RP1-34B20	6	26194619	26283919
1093	RP1-86C11	6	27076696	27165711
3789	RP1-153G14	6	27368738	27451193
1643	RP1-265C24	6	28111401	28166880
3286	RP11-150A6	6	29245254	29420116
3249	RP1-34F7	6	31956167	32125066
3255	RP5-1077I5	6	32328315	32422750
3276	RP11-175A4	6	33445567	33492670
3784	RP3-468B3	6	33800505	33937390
1098	RP3-349A12	6	34842772	34974442
2505	RP3-431A14	6	36675502	36868865
1635	RP1-90K10	6	36868866	37002019
3260	RP3-441A12	6	37813538	37933872
1092	RP3-350J21	6	38946426	39002934
3246	RP1-278E11	6	39901410	40000925
1126	RP11-162O6	6	40784596	40954492
3272	RP11-533O20	6	41950834	42055912
3823	RP11-501I18	6	42740055	42838394
1654	RP11-227E22	6	43890193	43975164
1112	RP11-554O14	6	44912054	45089021
3808	RP11-546O15	6	45701653	45884634
1102	RP3-365O12	6	46842799	46960335
1626	RP3-402H5	6	47794744	47926710
1111	RP11-334H12	6	48748996	48880454
1100	RP3-442L6	6	49611119	49729642
1094	RP3-336H9	6	50700129	50831702
3268	RP11-529A21	6	51435970	51499817
1658	RP11-255M9	6	52348118	52392893
3258	RP3-341E18	6	53023171	53115728
3284	RP11-362K18	6	54131196	54158141
1667	RP11-524H19	6	54770599	54883673
1659	RP11-472M19	6	56774618	56932535
1630	RP3-422B11	6	57319743	60342219
3810	RP11-199A24	6	58175983	58354367
1124	RP11-506N21	6	61871238	61957436
3281	RP11-767J14	6	62996717	63107617
1120	RP11-349P19	6	64391834	64442165
1627	RP1-40C9	6	65073358	65095802
1090	RP3-324B8	6	66134448	66254982
1651	RP11-409K15	6	67446548	67552204
1089	RP1-46B1	6	68672076	68830279
1633	RP1-160B9	6	69171368	69240889
3819	RP11-462G2	6	70354968	70417294
3282	RP11-111D8	6	71393401	71402579
3822	RP11-256L9	6	72414401	72451127
3801	RP1-234P15	6	75181404	75307044
1642	RP3-472A9	6	75833574	75918768
3275	RP11-343P23	6	76857560	77021933
3806	RP11-173D14	6	78768077	78942380
3793	RP1-159G19	6	79716267	79804775
1881	RP11-296E7	6	80048964	80086528
3821	RP11-25O6	6	82639058	82796021
3781	RP1-120N9	6	83542611	83709628
3814	RP11-223L24	6	84261741	84323014
1661	RP11-30P6	6	85285557	85455788
1118	RP11-106G15	6	87542670	87649369
1081	RP1-23D17	6	88044577	88156787
3791	RP1-61F10	6	88865729	88923192
1621	RP1-122O8	6	89607463	89747671
1629	RP1-154G14	6	90484946	90585840
3288	RP11-538A16	6	92863137	93057400
3269	RP11-572N15	6	95767420	95914853
782	RP11-4D24	6	96404023	96584661
1622	RP3-393D12	6	96537490	96630306
1082	RP1-273N12	6	98831365	98958147
3278	RP11-98I9	6	99354679	99482583
1122	RP11-117M4	6	100253969	100380582
3803	RP1-167P23	6	100932508	100958957
3279	RP11-347H8	6	101564502	101740089
1104	RP3-449G2	6	102886426	102938454
1641	RP1-244F1	6	103989023	104071644
1113	RP11-685G11	6	104418810	104543315
3798	RP3-454N4	6	105483937	105564706
3264	RP3-448K1	6	106503667	106557472
1665	RP11-35D6	6	107726230	107787087
3794	RP3-429G5	6	108154949	108219131
1631	RP1-71D21	6	110237569	110310738
3259	RP5-1112D6	6	111256767	111392071
3244	RP1-276A6	6	112000479	112058938
896	RP1-142L7	6	112056939	112247717
1663	RP11-505K1	6	112785705	112946514
1115	RP11-346K2	6	114195698	114236242
3812	RP11-721G11	6	115738863	115846770
3790	RP3-412I7	6	116606162	116741578
3261	RP1-94G16	6	117487535	117588342
3797	RP1-230I3	6	118248424	118360088
1088	RP3-329H16	6	119296759	119296891
1624	RP3-475J3	6	120164922	120229772
1107	RP11-301B7	6	121106123	121202437
3257	RP1-87H18	6	122254694	122297742
1110	RP11-95G17	6	122589316	122742992
3251	RP4-726A1	6	124019906	124140804
3795	RP1-84N20	6	125026528	125178402
3827	RP11-524A17	6	126096128	126173760
3815	RP11-416F22	6	127021479	127024143
1127	RP11-384A24	6	128085742	128206949
1108	RP11-530M23	6	129301531	129440653
1109	RP11-593A16	6	129869547	130042362
3277	RP11-692C10	6	131006782	131076084
3248	RP3-323K23	6	131793388	131827389
3267	RP11-295F4	6	132513835	132654862
1086	RP1-283K11	6	133362023	133502605
1648	RP11-557H15	6	134421666	134616686
3245	RP1-32B1	6	135112687	135300973
1655	RP11-448D5	6	136869413	136869606
3274	RP11-95M15	6	137599745	137714968
1653	RP11-15H7	6	139613285	139768964
1638	RP3-460G2	6	140761704	140864255
3283	RP11-368P1	6	141859537	141998622
3270	RP11-86O4	6	143138574	143259602
3813	RP11-3B11	6	144146652	144151428
1647	RP11-386H19	6	144726953	144808413
1128	RP11-545I5	6	145795067	145903365
3273	RP11-631F7	6	148063329	148247164
1101	RP1-111D6	6	149184750	149311081
1099	RP5-1179L24	6	150176906	150284009
1084	RP1-297M16	6	151133604	151199186
345	RP3-443C4	6	151758302	151825647
3344	RP11-450E24	6	151823648	151963334
888	RP1-130E4	6	152048940	152157832
3787	RP4-546K19	6	152742157	152768585
1645	RP11-495B4	6	153680079	153794682
3263	RP1-66H9	6	154926908	155018751
1125	RP11-100E6	6	155598986	155757877
3254	RP3-336G18	6	156522941	156625222
3280	RP11-266C7	6	157938884	158099758
3243	RP3-442A17	6	158477044	158513394
1121	RP11-13P5	6	159072689	159179115
1103	RP1-249F5	6	159883219	160013087
3894	RP11-288H12	6	160012987	160159237
3782	RP3-366M24	6	160280298	160361217
3783	RP3-473J16	6	161109501	161285717
3250	RP1-292F10	6	162369082	162462718
1083	RP1-257A15	6	163014856	163135843
3247	RP3-471D13	6	163955607	163997777
3805	RP11-300M24	6	164720335	164911220
1662	RP11-289E16	6	165507381	165594736
3285	RP11-351J23	6	167647111	167691748
3802	RP3-470B24	6	167892541	167978333
1625	RP1-137D17	6	169346196	169434098
3557	GS-57-H24	6	0	0
1397	GS-164-D18	7	0	0
1891	RP11-510K8	7	1605666	1799447
2653	RP4-607J2	7	2364397	2513795
1564	RP11-348A21	7	3520398	3607445
3395	RP11-348A21	7	3520398	3607445
570	RP11-172O13	7	5698559	5840922
1403	RP1-42M2	7	5963543	6043553
1029	RP4-810E6	7	6043353	6196281
505	RP4-733B9	7	7170280	7286033
564	RP11-505D17	7	7941603	8119764
3487	RP11-304A10	7	8944357	9034018
4255	RP11-304A10	7	8944357	9034018
4114	RP5-959C21	7	9918737	10058688
583	RP11-352E12	7	10058488	10145811
2200	RP11-392P1	7	10366221	10423628
1402	RP5-855F16	7	10898810	10994155
2712	RP11-502P9	7	11776217	11932556
2738	RP11-195L14	7	12945202	13071392
501	RP4-685A2	7	13880913	13990272
1720	RP11-512E16	7	14121922	14273238
1455	RP11-547G15	7	14857252	15050177
1671	RP11-547G15	7	14857252	15050177
875	RP11-196O16	7	16017144	16199315
4040	RP11-323K15	7	17775178	17923092
111	RP11-71F18	7	19400094	19574421
1670	RP11-486P11	7	20036031	20144449
1578	RP11-445O1	7	21582091	21662899
2490	RP11-343P21	7	24505360	24515663
3436	RP11-99O17	7	25818122	25919532
3189	RP4-781A18	7	27970027	28160668
2649	RP4-596O9	7	28453626	28597303
2194	RP11-111I9	7	30269567	30276026
490	RP5-1143H19	7	30614250	30741474
17	RP11-463M14	7	31289571	31409799
3726	RP11-463M14	7	31289571	31409799
1711	RP11-175P8	7	32268855	32453425
4211	RP11-89N17	7	33712505	33891139
3332	RP11-179B11	7	34178192	34286620
2589	RP11-41A3	7	35101895	35214083
3865	RP11-155G7	7	36161947	36303735
1882	RP11-302L6	7	37476068	37591622
3223	RP11-243E12	7	37818990	37993231
3227	RP11-273L18	7	38350718	38483655
114	RP11-64I2	7	39489975	39607739
1037	RP5-1032B10	7	43144039	43222559
2201	RP11-36H20	7	43446971	43588748
2657	RP4-647J21	7	44920476	45042756
30	RP11-111G20	7	45301978	45394223
1737	RP11-132L11	7	45881044	45950730
774	RP11-571N3	7	45950731	46118062
2056	RP11-95J15	7	46561380	46728095
4117	RP4-815D20	7	48810899	48902024
273	RP11-127A24	7	49774929	49937386
2052	RP11-95E2	7	50407486	50580456
3581	RP4-718N17	7	51560555	51696082
1550	RP11-436F9	7	54332494	54470182
1685	RP11-436F9	7	54332494	54470182
889	RP5-1091E12	7	55009894	55187691
1191	RP11-339F13	7	55187692	55312744
4101	RP4-725G10	7	56094464	56230361
799	RP11-10F11	7	56604237	56767902
1422	RP5-905H7	7	63227793	63365176
1766	RP11-340I6	7	63810955	64003096
18	RP11-479O9	7	65627587	65821690
509	RP4-756H11	7	66545068	66680112
1138	RP11-458F8	7	66870168	66936442
